# curie_map:
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   airo: https://delaramglp.github.io/airo#
#   eu-aiact: https://w3id.org/dpv/legal/eu/aiact#
#   pd: https://w3id.org/dpv/pd#
#   risk: https://w3id.org/dpv/risk#
#   eu-rights: https://w3id.org/dpv/legal/eu/rights#
#   justifications: https://w3id.org/dpv/justifications#
#   sector-finance: https://w3id.org/dpv/sector/finance#
#   sector-health: https://w3id.org/dpv/sector/health#
#   sector-law: https://w3id.org/dpv/sector/law#
#   tech: https://w3id.org/dpv/tech#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# mapping_set_id: risk-to-vocabulary
# mapping_set_description: Maps AI risk concepts to AIRO/DPV vocabulary for structured LLM context. LLM-generated, needs curation.
# license: https://www.apache.org/licenses/LICENSE-2.0.html
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence
ibm-risk-atlas-misuse	Misuse	skos:relatedMatch	eu-aiact:DeepFake	Deep Fake	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-misuse	Misuse	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-misuse	Misuse	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.70
# --- ibm-risk-atlas-robustness ---
ibm-risk-atlas-robustness	Robustness	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-robustness	Robustness	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-robustness	Robustness	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
# --- ibm-risk-atlas-legal-compliance ---
ibm-risk-atlas-legal-compliance	Legal Compliance	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-legal-compliance	Legal Compliance	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-legal-compliance	Legal Compliance	skos:relatedMatch	eu-aiact:MarketSurveillanceAuthority	Market Surveillance Authority	semapv:LLMBasedMatching	0.75
ibm-risk-atlas-legal-compliance	Legal Compliance	skos:relatedMatch	sector-health:HealthDataGovernance	Health Data Governance	semapv:ManualMappingCuration	0.70
# --- ibm-risk-atlas-value-alignment ---
ibm-risk-atlas-value-alignment	Value Alignment	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-value-alignment	Value Alignment	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-value-alignment	Value Alignment	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.85
# --- ibm-risk-atlas-explainability ---
ibm-risk-atlas-explainability	Explainability	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-explainability	Explainability	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
# --- ibm-risk-atlas-transparency ---
ibm-risk-atlas-transparency	Transparency	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-transparency	Transparency	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-transparency	Transparency	skos:relatedMatch	sector-health:PatientTreatment	Patient Treatment	semapv:ManualMappingCuration	0.70
# --- ibm-risk-atlas-governance ---
ibm-risk-atlas-governance	Governance	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-governance	Governance	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-governance	Governance	skos:relatedMatch	sector-health:ClinicalCare	Clinical Care	semapv:ManualMappingCuration	0.75
ibm-risk-atlas-governance	Governance	skos:relatedMatch	sector-health:HealthDataGovernance	Health Data Governance	semapv:ManualMappingCuration	0.75
# --- ibm-risk-atlas-intellectual-property ---
ibm-risk-atlas-intellectual-property	Intellectual Property	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
# --- ibm-risk-atlas-societal-impact ---
ibm-risk-atlas-societal-impact	Societal Impact	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-societal-impact	Societal Impact	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-societal-impact	Societal Impact	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
# --- ibm-risk-atlas-accuracy (NEW) ---
ibm-risk-atlas-accuracy	Accuracy	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-accuracy	Accuracy	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-accuracy	Accuracy	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.75
ibm-risk-atlas-accuracy	Accuracy	skos:relatedMatch	sector-health:ClinicalCare	Clinical Care	semapv:ManualMappingCuration	0.80
ibm-risk-atlas-accuracy	Accuracy	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:ManualMappingCuration	0.75
# --- ibm-risk-atlas-computational-inefficiency (NEW) ---
ibm-risk-atlas-computational-inefficiency	Computational Inefficiency	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
ibm-risk-atlas-computational-inefficiency	Computational Inefficiency	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.70
# --- ibm-risk-atlas-data-laws (NEW) ---
ibm-risk-atlas-data-laws	Data Laws	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-data-laws	Data Laws	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-data-laws	Data Laws	skos:relatedMatch	eu-rights:T2-DataProtection	Data Protection	semapv:LLMBasedMatching	0.85
# --- ibm-risk-atlas-robustness-model-behavior-manipulation (NEW in Layer 1) ---
ibm-risk-atlas-robustness-model-behavior-manipulation	Robustness: Model Behavior Manipulation	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-robustness-model-behavior-manipulation	Robustness: Model Behavior Manipulation	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-robustness-model-behavior-manipulation	Robustness: Model Behavior Manipulation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
# --- ibm-risk-atlas-robustness-prompt-attacks (NEW) ---
ibm-risk-atlas-robustness-prompt-attacks	Robustness: Prompt Attacks	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
ibm-risk-atlas-robustness-prompt-attacks	Robustness: Prompt Attacks	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
ibm-risk-atlas-robustness-prompt-attacks	Robustness: Prompt Attacks	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
#
# ============================================================
# AI Risk Taxonomy (43 populated groups)
# ============================================================
#
# --- Privacy & Data ---
ai-risk-taxonomy-privacy-violations/sensitive-data-combinations	Privacy Violations	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-privacy-violations/sensitive-data-combinations	Privacy Violations	skos:relatedMatch	pd:Biometric	Biometric	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-privacy-violations/sensitive-data-combinations	Privacy Violations	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-privacy-violations/sensitive-data-combinations	Privacy Violations	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-privacy-violations/sensitive-data-combinations	Privacy Violations	skos:relatedMatch	eu-rights:T2-DataProtection	Data Protection	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-confidentiality	Confidentiality	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-confidentiality	Confidentiality	skos:relatedMatch	eu-rights:T2-DataProtection	Data Protection	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-confidentiality	Confidentiality	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.80
# --- Discrimination & Bias ---
ai-risk-taxonomy-discrimination/protected-characteristics-combinations	Discrimination	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-discrimination/protected-characteristics-combinations	Discrimination	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-discrimination/protected-characteristics-combinations	Discrimination	skos:relatedMatch	pd:Gender	Gender	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-discrimination/protected-characteristics-combinations	Discrimination	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-hate-speech-(inciting/promoting/expressing-hatred)	Hate Speech	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-hate-speech-(inciting/promoting/expressing-hatred)	Hate Speech	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-hate-speech-(inciting/promoting/expressing-hatred)	Hate Speech	skos:relatedMatch	pd:Gender	Gender	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-hate-speech-(inciting/promoting/expressing-hatred)	Hate Speech	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-offensive-language	Offensive Language	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-offensive-language	Offensive Language	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-offensive-language	Offensive Language	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-perpetuating-harmful-beliefs	Perpetuating Harmful Beliefs	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-perpetuating-harmful-beliefs	Perpetuating Harmful Beliefs	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-perpetuating-harmful-beliefs	Perpetuating Harmful Beliefs	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-sowing-division	Sowing Division	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-sowing-division	Sowing Division	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-sowing-division	Sowing Division	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
# --- Fraud & Criminal Activity ---
ai-risk-taxonomy-fraud	Fraud	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-fraud	Fraud	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-fraud	Fraud	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-schemes	Schemes	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-schemes	Schemes	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-other-illegal/unlawful/criminal-activities	Criminal Activities	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-other-illegal/unlawful/criminal-activities	Criminal Activities	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-services/exploitation	Exploitation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-services/exploitation	Exploitation	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-services/exploitation	Exploitation	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-supporting-malicious-organized-groups	Supporting Malicious Groups	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-supporting-malicious-organized-groups	Supporting Malicious Groups	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-illegal/regulated-substances/goods	Illegal Substances	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-illegal/regulated-substances/goods	Illegal Substances	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.90
# --- Violence & Physical Harm ---
ai-risk-taxonomy-violent-acts	Violent Acts	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-violent-acts	Violent Acts	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-weapon-usage-&-development	Weapon Usage	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-weapon-usage-&-development	Weapon Usage	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-depicting-violence	Depicting Violence	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-depicting-violence	Depicting Violence	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-celebrating-suffering	Celebrating Suffering	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-celebrating-suffering	Celebrating Suffering	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-military-and-warfare	Military and Warfare	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-military-and-warfare	Military and Warfare	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.75
# --- Misinformation & Deception ---
ai-risk-taxonomy-mis/disinformation	Misinformation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-mis/disinformation	Misinformation	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-mis/disinformation	Misinformation	skos:relatedMatch	eu-aiact:DeepFake	Deep Fake	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-misrepresentation	Misrepresentation	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-misrepresentation	Misrepresentation	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-misrepresentation	Misrepresentation	skos:relatedMatch	eu-aiact:DeepFake	Deep Fake	semapv:LLMBasedMatching	0.75
# --- Self-Harm & Suicide ---
ai-risk-taxonomy-suicidal-and-non-suicidal-self-injury	Self-Harm	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-suicidal-and-non-suicidal-self-injury	Self-Harm	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-suicidal-and-non-suicidal-self-injury	Self-Harm	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.75
# --- Child Safety ---
ai-risk-taxonomy-child-sexual-abuse	Child Sexual Abuse	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-child-sexual-abuse	Child Sexual Abuse	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-child-sexual-abuse	Child Sexual Abuse	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-endangerment,-harm,-or-abuse-of-children	Child Harm	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.95
ai-risk-taxonomy-endangerment,-harm,-or-abuse-of-children	Child Harm	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-endangerment,-harm,-or-abuse-of-children	Child Harm	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.85
# --- Adult & Sexual Content ---
ai-risk-taxonomy-adult-content	Adult Content	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-adult-content	Adult Content	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-erotic	Erotic Content	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-erotic	Erotic Content	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.70
ai-risk-taxonomy-non-consensual-nudity	Non-Consensual Nudity	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-non-consensual-nudity	Non-Consensual Nudity	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-non-consensual-nudity	Non-Consensual Nudity	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-sexual-content	Sexual Content	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-sexual-content	Sexual Content	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.70
# --- Political & Democratic ---
ai-risk-taxonomy-deterring-democratic-participation	Deterring Democracy	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-deterring-democratic-participation	Deterring Democracy	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-influencing-politics	Influencing Politics	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-influencing-politics	Influencing Politics	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-influencing-politics	Influencing Politics	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-political-persuasion	Political Persuasion	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-political-persuasion	Political Persuasion	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-political-persuasion	Political Persuasion	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-disrupting-social-order-(china-unique)	Disrupting Social Order	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-disrupting-social-order-(china-unique)	Disrupting Social Order	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-disrupting-social-order-(china-unique)	Disrupting Social Order	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.80
# --- Harassment ---
ai-risk-taxonomy-harassment	Harassment	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-harassment	Harassment	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-harassment	Harassment	skos:relatedMatch	pd:EthnicOrigin	Ethnic Origin	semapv:LLMBasedMatching	0.75
# --- Defamation ---
ai-risk-taxonomy-types-of-defamation	Defamation	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-types-of-defamation	Defamation	skos:relatedMatch	sector-law:CriminalLawEnforcement	Criminal Law Enforcement	semapv:LLMBasedMatching	0.80
# --- Rights ---
ai-risk-taxonomy-specific-types-of-rights	Rights	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-specific-types-of-rights	Rights	skos:relatedMatch	eu-rights:T3-Equality	Equality	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-specific-types-of-rights	Rights	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.75
# --- Regulated Advice ---
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	eu-aiact:ConformityAssessment	Conformity Assessment	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	sector-health:ClinicalCare	Clinical Care	semapv:ManualMappingCuration	0.80
ai-risk-taxonomy-advice-in-heavily-regulated-industries	Regulated Advice	skos:relatedMatch	sector-health:PatientTreatment	Patient Treatment	semapv:ManualMappingCuration	0.80
# --- Automated Decision-Making ---
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	eu-aiact:AIDeployer	AI Deployer	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	pd:Financial	Financial	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	pd:CreditScore	Credit Score	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	pd:MedicalHealth	Medical Health	semapv:LLMBasedMatching	0.75
ai-risk-taxonomy-automated-decision-making	Automated Decision-Making	skos:relatedMatch	sector-health:ClinicalCare	Clinical Care	semapv:ManualMappingCuration	0.80
# --- Security & Integrity ---
ai-risk-taxonomy-integrity	Integrity	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.90
ai-risk-taxonomy-integrity	Integrity	skos:relatedMatch	risk:Threat	Threat	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-integrity	Integrity	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.80
ai-risk-taxonomy-availability	Availability	skos:relatedMatch	risk:Vulnerability	Vulnerability	semapv:LLMBasedMatching	0.85
ai-risk-taxonomy-availability	Availability	skos:relatedMatch	eu-aiact:AIProvider	AI Provider	semapv:LLMBasedMatching	0.85
# --- Labor & Economic ---
ai-risk-taxonomy-disempowering-workers	Disempowering Workers	skos:relatedMatch	eu-aiact:AISubject	AI Subject	semapv:LLMBasedMatching	0.90
